Student,SUB_1,SUB_2,SUB_3,SUB_4,SUB_5,SUB_6,SUB_7,SUB_8,SUB_9,SUB_10,USUB_1,USUB_2,USUB_3,USUB_4,USUB_5,USUB_6,USUB_7,USUB_8,USUB_9,USUB_10,SGD_1,SGD_2,SGD_3,SGD_4,SGD_5,SGD_6,SGD_7,SGD_8,SGD_9,SGD_10
894,Discrete Structures,Physical Education 3,Readings in Philippine History,Parallel & Distributed Computing,Life & Works of Rizal,Basic Grammar & Writing Composition (Nihongo),Living in the IT Era,Data Structures & Algorithms,Differential Calculus,Ethics,3,2,1,3,1,2,2,3,3,2,99,73,72,73,99,78,89,85,73,77
895,Discrete Structures,Art Appreciation,Life & Works of Rizal,Basic Grammar & Writing Composition (Nihongo),Technopreneurship,Data Structures & Algorithms,Essentials of Catholic Faith & Life,Ethics,Understanding the Self,Physical Education 3,3,1,1,2,2,3,1,2,1,2,89,80,94,86,81,88,94,90,81,94
896,Differential Calculus,Readings in Philippine History,Basic Grammar & Writing Composition (Nihongo),Life & Works of Rizal,Technopreneurship,Physical Education 3,Living in the IT Era,Ethics,Essentials of Catholic Faith & Life,Understanding the Self,3,1,2,1,2,2,2,2,1,1,70,76,98,93,76,92,73,73,73,92
897,Technopreneurship,Readings in Philippine History,Life & Works of Rizal,Data Structures & Algorithms,Parallel & Distributed Computing,Physical Education 3,Computer Programming,Discrete Structures,Understanding the Self,Differential Calculus,2,1,1,3,3,2,3,3,1,3,83,80,96,79,93,70,79,97,100,72
898,Data Structures & Algorithms,Life & Works of Rizal,Essentials of Catholic Faith & Life,Understanding the Self,Parallel & Distributed Computing,Physical Education 3,Readings in Philippine History,Ethics,Basic Grammar & Writing Composition (Nihongo),Living in the IT Era,3,1,1,1,3,2,1,2,2,2,72,71,80,81,93,100,84,81,91,79
899,Basic Grammar & Writing Composition (Nihongo),Living in the IT Era,Ethics,Art Appreciation,Readings in Philippine History,Understanding the Self,Physical Education 3,Parallel & Distributed Computing,Discrete Structures,Computer Programming,2,2,2,1,1,1,2,3,3,3,82,94,87,99,87,73,72,86,72,76
900,Parallel & Distributed Computing,Data Structures & Algorithms,Discrete Structures,Readings in Philippine History,Ethics,Basic Grammar & Writing Composition (Nihongo),Life & Works of Rizal,Essentials of Catholic Faith & Life,Living in the IT Era,Technopreneurship,3,3,3,1,2,2,1,1,2,2,84,79,100,88,97,73,85,81,78,91
901,Data Structures & Algorithms,Computer Programming,Living in the IT Era,Physical Education 3,Parallel & Distributed Computing,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),Understanding the Self,Life & Works of Rizal,Readings in Philippine History,3,3,2,2,3,1,2,1,1,1,80,84,72,95,83,73,96,100,70,97
902,Understanding the Self,Physical Education 3,Essentials of Catholic Faith & Life,Readings in Philippine History,Art Appreciation,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,Computer Programming,Ethics,Data Structures & Algorithms,1,2,1,1,1,2,3,3,2,3,94,89,82,99,73,95,86,91,96,71
903,Parallel & Distributed Computing,Technopreneurship,Understanding the Self,Living in the IT Era,Data Structures & Algorithms,Readings in Philippine History,Essentials of Catholic Faith & Life,Discrete Structures,Ethics,Differential Calculus,3,2,1,2,3,1,1,3,2,3,82,100,85,94,80,98,86,96,84,92
904,Computer Programming,Data Structures & Algorithms,Ethics,Technopreneurship,Physical Education 3,Differential Calculus,Discrete Structures,Parallel & Distributed Computing,Art Appreciation,Basic Grammar & Writing Composition (Nihongo),3,3,2,2,2,3,3,3,1,2,81,73,76,94,96,86,72,93,91,86
905,Parallel & Distributed Computing,Technopreneurship,Differential Calculus,Data Structures & Algorithms,Readings in Philippine History,Physical Education 3,Living in the IT Era,Essentials of Catholic Faith & Life,Discrete Structures,Understanding the Self,3,2,3,3,1,2,2,1,3,1,95,82,70,83,94,77,94,86,96,98
906,Life & Works of Rizal,Basic Grammar & Writing Composition (Nihongo),Understanding the Self,Art Appreciation,Computer Programming,Readings in Philippine History,Data Structures & Algorithms,Parallel & Distributed Computing,Ethics,Physical Education 3,1,2,1,1,3,1,3,3,2,2,83,94,84,88,80,72,100,74,74,89
907,Essentials of Catholic Faith & Life,Understanding the Self,Basic Grammar & Writing Composition (Nihongo),Data Structures & Algorithms,Readings in Philippine History,Living in the IT Era,Ethics,Parallel & Distributed Computing,Art Appreciation,Physical Education 3,1,1,2,3,1,2,2,3,1,2,98,98,86,88,93,72,83,75,84,98
908,Readings in Philippine History,Differential Calculus,Discrete Structures,Ethics,Life & Works of Rizal,Art Appreciation,Basic Grammar & Writing Composition (Nihongo),Data Structures & Algorithms,Physical Education 3,Parallel & Distributed Computing,1,3,3,2,1,1,2,3,2,3,96,95,74,89,96,74,77,97,82,93
909,Living in the IT Era,Art Appreciation,Basic Grammar & Writing Composition (Nihongo),Data Structures & Algorithms,Parallel & Distributed Computing,Technopreneurship,Essentials of Catholic Faith & Life,Readings in Philippine History,Physical Education 3,Life & Works of Rizal,2,1,2,3,3,2,1,1,2,1,84,74,77,91,74,100,99,77,80,73
910,Parallel & Distributed Computing,Readings in Philippine History,Ethics,Life & Works of Rizal,Art Appreciation,Living in the IT Era,Basic Grammar & Writing Composition (Nihongo),Differential Calculus,Essentials of Catholic Faith & Life,Discrete Structures,3,1,2,1,1,2,2,3,1,3,77,82,83,81,87,86,73,83,87,73
911,Life & Works of Rizal,Differential Calculus,Art Appreciation,Computer Programming,Living in the IT Era,Ethics,Data Structures & Algorithms,Technopreneurship,Parallel & Distributed Computing,Physical Education 3,1,3,1,3,2,2,3,2,3,2,84,85,96,86,99,87,79,77,75,82
912,Differential Calculus,Life & Works of Rizal,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),Understanding the Self,Living in the IT Era,Physical Education 3,Computer Programming,Ethics,Data Structures & Algorithms,3,1,1,2,1,2,2,3,2,3,83,71,100,74,86,79,96,70,100,83
913,Essentials of Catholic Faith & Life,Discrete Structures,Ethics,Computer Programming,Technopreneurship,Parallel & Distributed Computing,Physical Education 3,Data Structures & Algorithms,Understanding the Self,Art Appreciation,1,3,2,3,2,3,2,3,1,1,97,78,79,97,96,93,71,95,79,97
914,Discrete Structures,Data Structures & Algorithms,Understanding the Self,Ethics,Essentials of Catholic Faith & Life,Physical Education 3,Readings in Philippine History,Life & Works of Rizal,Technopreneurship,Parallel & Distributed Computing,3,3,1,2,1,2,1,1,2,3,84,92,82,86,73,76,83,82,72,78
915,Data Structures & Algorithms,Essentials of Catholic Faith & Life,Understanding the Self,Living in the IT Era,Differential Calculus,Life & Works of Rizal,Computer Programming,Readings in Philippine History,Art Appreciation,Parallel & Distributed Computing,3,1,1,2,3,1,3,1,1,3,94,91,90,72,94,95,76,80,89,84
916,Living in the IT Era,Physical Education 3,Technopreneurship,Differential Calculus,Ethics,Art Appreciation,Essentials of Catholic Faith & Life,Computer Programming,Readings in Philippine History,Understanding the Self,2,2,2,3,2,1,1,3,1,1,89,92,91,90,89,81,71,75,79,81
917,Essentials of Catholic Faith & Life,Differential Calculus,Understanding the Self,Life & Works of Rizal,Parallel & Distributed Computing,Physical Education 3,Art Appreciation,Living in the IT Era,Basic Grammar & Writing Composition (Nihongo),Technopreneurship,1,3,1,1,3,2,1,2,2,2,86,74,85,76,77,83,80,86,78,87
918,Data Structures & Algorithms,Differential Calculus,Discrete Structures,Parallel & Distributed Computing,Readings in Philippine History,Life & Works of Rizal,Understanding the Self,Art Appreciation,Technopreneurship,Physical Education 3,3,3,3,3,1,1,1,1,2,2,71,92,90,96,76,87,77,82,74,99
919,Life & Works of Rizal,Differential Calculus,Art Appreciation,Technopreneurship,Essentials of Catholic Faith & Life,Computer Programming,Physical Education 3,Readings in Philippine History,Data Structures & Algorithms,Ethics,1,3,1,2,1,3,2,1,3,2,76,74,91,79,99,92,100,77,92,77
920,Discrete Structures,Parallel & Distributed Computing,Basic Grammar & Writing Composition (Nihongo),Physical Education 3,Differential Calculus,Understanding the Self,Readings in Philippine History,Art Appreciation,Essentials of Catholic Faith & Life,Living in the IT Era,3,3,2,2,3,1,1,1,1,2,77,77,92,72,99,96,79,73,70,80
921,Computer Programming,Data Structures & Algorithms,Technopreneurship,Ethics,Essentials of Catholic Faith & Life,Differential Calculus,Discrete Structures,Basic Grammar & Writing Composition (Nihongo),Art Appreciation,Readings in Philippine History,3,3,2,2,1,3,3,2,1,1,86,92,82,91,86,94,91,83,87,81
922,Life & Works of Rizal,Computer Programming,Data Structures & Algorithms,Discrete Structures,Physical Education 3,Parallel & Distributed Computing,Readings in Philippine History,Technopreneurship,Art Appreciation,Understanding the Self,1,3,3,3,2,3,1,2,1,1,80,90,87,71,93,74,74,70,85,98
923,Understanding the Self,Basic Grammar & Writing Composition (Nihongo),Ethics,Discrete Structures,Living in the IT Era,Computer Programming,Essentials of Catholic Faith & Life,Parallel & Distributed Computing,Art Appreciation,Readings in Philippine History,1,2,2,3,2,3,1,3,1,1,75,70,73,81,90,100,86,97,70,78
924,Basic Grammar & Writing Composition (Nihongo),Differential Calculus,Technopreneurship,Art Appreciation,Data Structures & Algorithms,Discrete Structures,Ethics,Living in the IT Era,Essentials of Catholic Faith & Life,Parallel & Distributed Computing,2,3,2,1,3,3,2,2,1,3,71,93,81,88,76,81,87,82,70,70
925,Basic Grammar & Writing Composition (Nihongo),Ethics,Essentials of Catholic Faith & Life,Differential Calculus,Discrete Structures,Life & Works of Rizal,Parallel & Distributed Computing,Understanding the Self,Art Appreciation,Living in the IT Era,2,2,1,3,3,1,3,1,1,2,97,79,78,97,91,84,79,96,87,87
926,Readings in Philippine History,Life & Works of Rizal,Data Structures & Algorithms,Art Appreciation,Basic Grammar & Writing Composition (Nihongo),Ethics,Parallel & Distributed Computing,Technopreneurship,Discrete Structures,Essentials of Catholic Faith & Life,1,1,3,1,2,2,3,2,3,1,78,93,89,73,74,92,70,87,88,100
927,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,Computer Programming,Essentials of Catholic Faith & Life,Parallel & Distributed Computing,Living in the IT Era,Technopreneurship,Art Appreciation,Understanding the Self,Ethics,2,3,3,1,3,2,2,1,1,2,87,71,92,75,77,96,97,100,83,94
928,Living in the IT Era,Basic Grammar & Writing Composition (Nihongo),Technopreneurship,Data Structures & Algorithms,Understanding the Self,Differential Calculus,Computer Programming,Parallel & Distributed Computing,Discrete Structures,Life & Works of Rizal,2,2,2,3,1,3,3,3,3,1,78,95,71,95,99,96,83,85,92,91
929,Essentials of Catholic Faith & Life,Physical Education 3,Life & Works of Rizal,Parallel & Distributed Computing,Living in the IT Era,Data Structures & Algorithms,Ethics,Differential Calculus,Discrete Structures,Computer Programming,1,2,1,3,2,3,2,3,3,3,83,92,97,80,93,74,72,99,75,80
930,Readings in Philippine History,Essentials of Catholic Faith & Life,Ethics,Data Structures & Algorithms,Physical Education 3,Technopreneurship,Living in the IT Era,Differential Calculus,Art Appreciation,Understanding the Self,1,1,2,3,2,2,2,3,1,1,72,87,82,76,83,92,77,95,84,76
931,Physical Education 3,Living in the IT Era,Essentials of Catholic Faith & Life,Differential Calculus,Readings in Philippine History,Parallel & Distributed Computing,Understanding the Self,Data Structures & Algorithms,Discrete Structures,Art Appreciation,2,2,1,3,1,3,1,3,3,1,72,100,78,89,86,100,73,76,84,83
932,Art Appreciation,Living in the IT Era,Differential Calculus,Parallel & Distributed Computing,Readings in Philippine History,Ethics,Basic Grammar & Writing Composition (Nihongo),Understanding the Self,Life & Works of Rizal,Physical Education 3,1,2,3,3,1,2,2,1,1,2,70,75,92,99,91,89,72,75,77,78
933,Life & Works of Rizal,Basic Grammar & Writing Composition (Nihongo),Computer Programming,Differential Calculus,Parallel & Distributed Computing,Discrete Structures,Data Structures & Algorithms,Ethics,Readings in Philippine History,Living in the IT Era,1,2,3,3,3,3,3,2,1,2,75,83,74,88,71,89,73,76,75,93
934,Basic Grammar & Writing Composition (Nihongo),Physical Education 3,Parallel & Distributed Computing,Technopreneurship,Data Structures & Algorithms,Ethics,Understanding the Self,Life & Works of Rizal,Discrete Structures,Art Appreciation,2,2,3,2,3,2,1,1,3,1,94,89,72,76,95,80,72,88,93,85
935,Discrete Structures,Essentials of Catholic Faith & Life,Readings in Philippine History,Physical Education 3,Technopreneurship,Data Structures & Algorithms,Differential Calculus,Living in the IT Era,Art Appreciation,Basic Grammar & Writing Composition (Nihongo),3,1,1,2,2,3,3,2,1,2,90,81,99,91,79,74,95,72,98,81
936,Discrete Structures,Computer Programming,Art Appreciation,Data Structures & Algorithms,Basic Grammar & Writing Composition (Nihongo),Parallel & Distributed Computing,Life & Works of Rizal,Differential Calculus,Essentials of Catholic Faith & Life,Ethics,3,3,1,3,2,3,1,3,1,2,93,93,87,96,75,89,96,78,77,72
937,Physical Education 3,Differential Calculus,Computer Programming,Art Appreciation,Readings in Philippine History,Discrete Structures,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),Life & Works of Rizal,Understanding the Self,2,3,3,1,1,3,1,2,1,1,95,73,77,98,92,71,71,71,81,89
938,Understanding the Self,Life & Works of Rizal,Parallel & Distributed Computing,Essentials of Catholic Faith & Life,Art Appreciation,Physical Education 3,Discrete Structures,Differential Calculus,Living in the IT Era,Data Structures & Algorithms,1,1,3,1,1,2,3,3,2,3,77,95,85,72,95,74,90,89,76,86
939,Physical Education 3,Discrete Structures,Parallel & Distributed Computing,Living in the IT Era,Basic Grammar & Writing Composition (Nihongo),Technopreneurship,Data Structures & Algorithms,Computer Programming,Understanding the Self,Differential Calculus,2,3,3,2,2,2,3,3,1,3,76,99,86,76,81,87,73,71,85,83
940,Differential Calculus,Living in the IT Era,Understanding the Self,Discrete Structures,Data Structures & Algorithms,Essentials of Catholic Faith & Life,Life & Works of Rizal,Physical Education 3,Art Appreciation,Ethics,3,2,1,3,3,1,1,2,1,2,88,96,100,82,92,94,76,80,96,89
941,Art Appreciation,Understanding the Self,Ethics,Computer Programming,Living in the IT Era,Technopreneurship,Life & Works of Rizal,Data Structures & Algorithms,Differential Calculus,Discrete Structures,1,1,2,3,2,2,1,3,3,3,74,99,88,79,87,74,84,84,97,78
942,Living in the IT Era,Data Structures & Algorithms,Art Appreciation,Discrete Structures,Readings in Philippine History,Ethics,Essentials of Catholic Faith & Life,Computer Programming,Technopreneurship,Differential Calculus,2,3,1,3,1,2,1,3,2,3,99,75,97,82,83,72,86,73,93,78
943,Technopreneurship,Readings in Philippine History,Art Appreciation,Understanding the Self,Data Structures & Algorithms,Discrete Structures,Parallel & Distributed Computing,Essentials of Catholic Faith & Life,Living in the IT Era,Life & Works of Rizal,2,1,1,1,3,3,3,1,2,1,99,78,75,95,84,86,86,97,93,93
944,Essentials of Catholic Faith & Life,Computer Programming,Discrete Structures,Art Appreciation,Ethics,Life & Works of Rizal,Data Structures & Algorithms,Parallel & Distributed Computing,Understanding the Self,Physical Education 3,1,3,3,1,2,1,3,3,1,2,71,98,82,75,82,75,73,90,95,75
945,Computer Programming,Parallel & Distributed Computing,Data Structures & Algorithms,Art Appreciation,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),Understanding the Self,Technopreneurship,Physical Education 3,Readings in Philippine History,3,3,3,1,1,2,1,2,2,1,87,81,82,91,74,82,77,72,93,70
946,Essentials of Catholic Faith & Life,Ethics,Differential Calculus,Computer Programming,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,Parallel & Distributed Computing,Life & Works of Rizal,Technopreneurship,Understanding the Self,1,2,3,3,2,3,3,1,2,1,74,89,96,98,77,97,70,78,77,97
947,Physical Education 3,Art Appreciation,Data Structures & Algorithms,Parallel & Distributed Computing,Readings in Philippine History,Living in the IT Era,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,Computer Programming,Ethics,2,1,3,3,1,2,2,3,3,2,92,73,80,70,79,81,97,99,99,98
948,Technopreneurship,Art Appreciation,Physical Education 3,Computer Programming,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,Life & Works of Rizal,Differential Calculus,Readings in Philippine History,2,1,2,3,1,2,3,1,3,1,71,81,80,73,75,96,85,77,94,70
